Algeria,Australia,Austria,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Bolivia,Botswana,Burkina_Faso,Burundi,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Costa_Rica,Denmark,Dominica,Ecuador,Eswatini,Ethiopia,Fiji,Finland,France,Gabon,Germany,Ghana,Greece,Guatemala,Guyana,Haiti,Honduras,Iceland,India,Iran,Ireland,Israel,Italy,Jamaica,Japan,Kenya,Korea,Lesotho,Liberia,Libya,Luxembourg,Madagascar,Malaysia,Mauritius,Mexico,Morocco,Myanmar,Nepal,Netherlands,New_Zealand,Niger,Nigeria,Norway,Pakistan,Panama,Papua_New_Guinea,Paraguay,Philippines,Portugal,Rwanda,Saudi_Arabia,Senegal,Sierra_Leone,Singapore,South_Africa,Spain,Sri_Lanka,St_Kitts_and_Nevis,St_Vincent_and_the_Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,Tanzania,Thailand,Togo,Trinidad_and_Tobago,Turkey,Uganda,United_Kingdom,United_States,Uruguay,Zambia
0.01970211,-0.054987218,-0.010682585,-0.002833187,-0.01272237,-0.011392474,-0.011080972,-0.010596067,-0.004907846,-0.030651536,-0.041214232,0.008615184,-0.017115438,-0.005291836,-0.017609984,0.066697625,-0.053568403,0.030990638,-0.023687496,-0.088107331,0.009479454,-0.009387749,0.006586165,0.103133495,-0.065926282,-0.022770399,-0.020791805,0.001451797,-0.00886504,-0.025754284,-0.010721598,0.006961528,0.007295485,-0.040302842,-0.010240803,-0.049137625,0.00603974,-0.05509877,-0.001833285,0.046682372,0.021487975,-0.02423158,-0.001735692,-0.002639251,-0.065812234,-0.013167269,-0.034883986,-0.04092586,-0.006659687,-0.069550057,-0.011465368,0.047440676,-0.025346715,-0.017585256,0.01430969,-0.007184358,-0.152233156,0.022294077,0.001652741,-0.001872885,0.013836613,0.005685528,-0.004709465,-0.033264504,-0.011067637,-0.082257428,-0.034893169,-0.044070489,-0.00172049,-0.037572192,-0.032724209,0.014492497,0.193349406,-0.050587767,-0.062770639,0.008360576,-0.028552106,0.021987408,0.02447553,0.086189522,-0.072395267,-0.045826967,-0.000940767,0.008280845,-0.01509313,-0.034967934,-0.024016902,0.022747797,-0.149343749,-0.048193677,-0.015289436,0,-0.048907704,0.03330194
-0.00074415,0.003172891,0.023500846,0.012741546,-0.01220503,-0.004419866,0.026044726,0.002370466,0.035419742,-0.030372115,-0.022130915,0.031805074,-0.048361633,0.032844998,-0.002150947,0.042203468,-0.022741942,0.027671199,-0.017784792,0.015250191,-0.001282888,0.023654281,0.009037661,0.050579714,-0.046106902,-0.043283592,0.030704792,0.023956972,0.02420251,0.004679722,0.017929936,0.042598013,0.043000969,0.025659152,-0.001851078,-0.026305972,-0.009802928,0.039818596,0.007913314,-0.008275495,0.053113011,-0.050777485,0.028023655,0.011973976,-0.030477911,-0.017789943,0.046429937,-0.03665805,-0.011389025,-0.242052875,0.029126943,-0.0298263,0.015264933,0.007913919,-0.00870004,0.015343244,0.005290121,-0.013330192,0.027821092,0.074753524,0.030379168,0.089699556,0.038588498,-0.017423505,-0.001642867,-0.0361821,-0.088291288,0.009722949,0.032358369,-0.017887257,-0.007723699,0.011580584,0.026166388,-0.000878492,-0.034773216,0.036529754,0.006830951,0.008131331,0.014239691,0.040471571,0.100237412,0.030336635,0.019856184,-0.011986554,-0.003583087,0.033945453,0.039850644,-0.003450734,0.059775896,0.000948224,0.022548268,0,-0.197087407,-0.012846545
0.054579662,0.050812382,0.068691986,-0.023071108,0.016803839,-0.004264932,0.071724069,-0.008486256,0.075806134,-0.01470491,0.115880485,0.086642885,-0.052341206,0.08070295,0.050262856,0.103840438,0.01560246,0.033261707,-0.038053478,0.033724276,-0.005845995,0.068766824,-0.125940314,0.034312211,0.165916499,0.011425901,0.077580435,0.069500852,0.069571979,0.058083629,0.063504982,0.064140781,0.099268433,-0.002795755,-0.006858205,-0.111850116,-0.007752839,0.068939626,0.047712754,0.056140974,0.083581831,-0.003430077,0.073227293,-0.031931356,0.015962462,0.024846813,0.030356881,0.158153732,-0.113383891,0.080390192,0.076439259,0.046345543,0.011193522,0.059827739,-0.048060842,0.068662717,0.167886636,-0.003086402,0.069047082,0.096760339,0.0543831,0.013710358,0.049218598,0.033530667,-0.002310467,0.040399198,0.006715383,-0.011649145,0.070040189,0.009704836,0.029473845,0.070025038,0.010332188,0.013005533,0.162877198,0.082758731,0.036513296,-0.028534857,0.003164225,0.042634003,0.042601479,0.079570393,0.048461945,-0.004216576,0.003773224,0.034100233,0.065273624,0.079473774,0.094613589,-0.001174719,0.042119146,0,-0.070143492,0.037600315
0.067183768,0.090085661,0.033874982,-0.020788766,0.003221273,0.005156443,0.038957456,-0.007798291,0.026370179,0.004174899,0.04495841,0.023151918,0.026830058,0.035627617,0.031403542,0.164338669,0.084118442,0.044560741,0.062326618,0.084915925,0.001916462,0.036646357,-0.01160055,0.024149263,0.07379391,0.033590254,0.042714637,0.035708741,0.033276862,0.040794233,0.027345956,0.030309696,0.050828287,0.005380829,0.001574367,0.048058495,-0.002244198,0.054938776,0.035882974,0.061698134,0.040175023,-0.00379856,0.032132592,0.006971472,0.010440853,-0.003503301,0.026966794,0.09345656,0.04977314,0.065621226,0.04251943,-0.136367347,0.01964414,0.026857582,-0.000730966,0.027190019,-0.023578939,0.031035918,0.02958479,0.040561534,0.005200358,0.077070158,0.036651512,0.037017115,0.007704722,0.00743136,0.068383009,0.005486257,0.034319454,0.010777584,0.045416959,0.025626091,-0.019680196,0.041829287,0.08544017,0.03976199,0.01104608,0.007651096,0.011510468,0.060444462,0.036508459,0.035798924,0.020601466,0.025027027,0.004179256,0.027670479,-0.006679901,0.043577345,0.084005517,0.043045102,0.045026094,0,0.031083104,0.06579803
0.035992305,0.02421965,-0.006647365,0.005720853,-0.002672008,0.019034643,-0.007677955,-0.014821305,-0.012374694,0.004990363,0.012195129,0.014134217,0.046209554,-0.020655332,0.029509286,0.135461349,0.062915635,0.041014507,0.064426876,0.11481223,0.001479924,-0.00341935,0.174790885,0.026831262,0.032912609,0.051192567,0.01323347,-0.009773406,-0.011974689,0.054322986,-0.019041722,0.046878536,-0.013267829,0.022074106,-0.003900652,0.031030415,0.006621301,0.054850857,0.032034278,0.044854886,0.00371149,-0.010411834,-0.014162264,0.017031172,-0.029823637,0.028817254,0.046199282,0.024050563,-0.019365975,0.119445776,0.000228699,0.026314945,0.026637556,-0.032836578,0.018628087,-0.012516287,0.026939765,0.019388152,-0.007856561,0.013823747,0.02670408,0.075937127,0.040411518,0.007057486,0.005113438,0.054842649,0.01842289,0.020669074,-0.007395545,0.055790772,0.066038496,0.00311291,0.020108145,0.011248343,0.02440514,0.00148542,0.043964855,0.007600555,0.001014043,0.083932455,0.053164513,-0.018079534,-0.011874016,0.024722353,0.00639695,0.01175292,-0.031441491,0.05364114,0.062711342,0.02894496,-0.005970143,0,0.078551739,0.088211497
0.033440113,0.004935142,0.003807695,-0.012581073,-0.011924359,0.020574589,0.000875308,-0.000638997,-0.004420404,0.050393605,-0.029078909,-0.007038756,0.020380665,-0.002628577,0.02566126,0.0118284,0.07448767,0.057242652,0.019225095,0.04694344,0.02725801,0.006879842,-0.001754888,0.026345974,-0.008091892,0.05747926,-0.011208018,0.002529754,-0.000174276,-0.001384678,0.001546303,0.256253887,0.020563066,0.015806978,0.439989856,0.007829586,0.017628828,-0.015625152,0.0316802,0.042749857,0.007102896,0.004322501,-0.001397684,0.002729403,-0.042370095,0.105478458,0.028540583,0.008590951,0.026193719,0.072766275,0.028680198,0.004404047,0.023774332,0.005956647,0.019233518,0.015471568,0.058506242,0.021465,0.008130124,-0.038438271,-0.001155865,0.100068493,0.024463151,0.017133462,0.015420818,0.200075882,0.071664672,0.045832857,0.002900512,0.021172604,0.021620817,-0.005873072,0.028116924,0.031019591,-0.003142119,0.010137418,0.038729226,0.048703114,0.0266232,0.075165255,0.139892472,0.009535165,-6.51E-05,0.02769651,-0.027828806,0.044481808,-0.019981449,0.037043429,0.014932337,-0.000197674,0.003219429,0,0.034222569,0.149060345
0.040394013,0.03380426,0.045952046,-0.003359216,0.024217191,0.027086823,0.042727491,0.001821375,0.036378032,0.035364975,0.002858489,0.036943791,-0.004675006,0.030374145,0.02632541,0.035303927,0.029332971,0.092237289,0.083910335,0.004546035,0.050994307,0.034735161,0.043121,0.014268082,0.004264281,0.082006349,0.020870249,0.054299081,0.040616594,0.051818801,0.042864978,0.047683717,0.049424637,0.027843253,0.044736066,0.05883692,0.027907408,0.066247814,0.089484421,0.096142836,0.037014213,0.040635435,0.036778053,0.012590891,-0.018667819,0.063557074,0.028347268,-0.046996836,0.051008274,0.028881426,0.057180657,0.095980594,0.049878871,0.046209628,0.011796525,0.037281578,0.124218611,0.038296713,0.045971896,0.069747905,0.049082961,0.039182101,0.044107547,0.030583774,0.045472262,0.028173719,0.103309398,0.062820645,0.04451987,0.060744417,0.009669854,0.050310097,0.032033436,0.051251588,0.019374132,0.043855245,0.037783987,0.011833191,0.031164291,0.088345703,0.02749326,0.045552229,0.025811867,0.03517467,0.041421495,0.05457634,0.025204327,0.052602112,0.067881134,0.047776359,0.037833192,0,0.064230331,0.010708499
0.090340233,0.078364185,0.039346515,-0.014650084,0.052565256,0.003945222,0.032712921,-0.008638011,0.061035644,0.091924137,-0.006820069,0.075759814,0.052465469,0.046812168,0.014819495,0.060114263,0.009231672,0.105055919,0.060623103,0.103630569,0.048383891,0.036627027,0.029022653,0.076592928,-0.029532712,0.120803405,0.010606198,0.040359122,0.034839832,0.078449379,0.03490113,0.046794968,0.041854162,0.04653517,0.04112517,0.041535862,0.036097307,-0.091188119,-0.01726587,0.060699121,-0.00497966,0.066140174,0.029222882,0.02351976,0.042413214,0.03284342,-0.057038685,0.014158026,0.076993224,0.091434757,0.044724398,0.082410169,0.062723388,0.08217165,0.012539482,0.058219783,0.191095852,0.07717571,0.043531789,-0.021397772,0.084290058,0.06987269,0.052369566,0.026503029,0.059685715,0.06925082,0.130485374,0.053308311,0.034235276,0.088349561,0.075366971,0.064626179,0.046173509,0.0016213,-0.032271454,0.032583963,0.09073708,0.046434609,0.008773728,0.019229532,0.070718745,0.014721985,0.052744604,0.093001209,0.090184232,0.036683119,0.068514286,0.102715239,0.043222483,0.066554152,-0.031340987,0,0.110850354,0.085042797
-0.074515113,-0.052282638,-0.020235171,-0.016828226,0.057198654,-0.019739736,-0.020611675,-0.012276984,-0.00249419,0.022035048,-0.021970499,-0.000291778,0.03387178,0.003510393,-0.045482588,-0.051533789,-0.012037668,0.055804337,-0.010795876,-0.083479904,0.005817685,-0.031237998,0.008052405,-0.002317073,0.04667914,0.078904498,-0.07873323,-0.041565212,-0.025161446,-0.110877555,-0.026993937,-0.040321874,-0.019775218,-0.011519049,0.033854143,0.051419884,0.024701693,-0.127006625,0.055366296,0.01082084,-0.058249982,-0.015102726,-0.028871636,-0.042789186,0.027802854,0.071404053,-0.034904162,0.002962515,0.009224353,-0.150730946,-0.029137523,-0.047487854,-0.053474376,-0.027845362,-0.083224113,0.003918512,0.073747046,0.02071616,-0.028061365,-0.032024819,-0.00036769,-0.060346185,-0.071574536,-0.03037185,0.03718088,-0.002681662,-0.033749445,-0.009242463,-0.020006963,0.040613617,-0.087059814,-0.017793201,-0.005275219,0.000568817,0.025630773,-0.030442052,0.022471019,0.009364403,0.00332748,-0.099968556,0.047758436,-0.06528892,-0.003064804,0.018042168,0.023629032,-0.005307736,0.013709726,-0.152625082,-0.067827183,0.240385784,-0.075063756,0,0.033053204,-0.070586601
0.05162082,0.072424439,-0.024611842,-0.014380383,0.032967632,-0.008092038,-0.018811815,-0.009398815,-0.035100767,0.033747447,0.074395153,0.003312666,0.02366175,-0.032241884,0.052598165,0.03204133,0.084019498,0.06141211,0.072670744,0.099817025,0.069295447,-0.014104242,0.02876732,0.034232268,0.07814177,-0.06032879,0.023962745,-0.022215053,-0.024383488,0.046203674,-0.014006403,0.068117562,-0.061046404,0.018495213,0.023931786,-0.00846036,0.013547349,0.006699602,0.077282033,0.048557165,-0.043102478,0.029839621,-0.02731615,0.022707347,0.023667189,0.004855084,0.067999319,0.09233886,0.027327058,0.071195359,-0.007412266,-0.00942556,0.079836297,0.025517271,0.049861385,-0.0202547,0.111359477,0.07976932,-0.02761887,0.063743971,-0.000873111,0.069707771,0.027121397,-0.001775846,0.014740552,0.062415632,0.067968644,0.052364829,-0.025186267,0.00864728,0.063129091,-0.025626567,0.002378274,0.070837386,0.083950116,-0.035875505,0.127111073,-0.011780168,-0.007362902,0.031605731,0.033935668,0.038400738,0.015925484,0.031581445,0.012558171,0.066975442,-0.022547197,0.046852205,0.058172411,7.08035E-05,-0.003715427,0,0.093782417,0.092882055
0.068523481,0.066957883,0.027658566,-0.018953014,0.029781349,-0.001628682,0.018146879,-0.00288519,0.024605644,0.06644707,0.05646562,0.051991407,0.013644514,0.021958914,0.028167088,0.029655602,0.047013595,0.0787917,0.050675189,0.049247866,0.037360596,0.014470807,0.01428029,0.044494809,0.0212271,0.003514088,0.066491644,0.028880149,0.020141728,0.075018636,0.038112087,0.063930495,-0.032970325,0.041250317,0.021227531,0.022832918,0.027305431,0.030340994,0.018257402,0.09130704,0.018176245,0.028451695,0.01795921,0.024058641,0.022705381,-0.010205837,0.023956295,0.04664283,0.049725309,-0.186126681,0.018307778,0.038786986,0.048124992,0.048083857,0.027373644,0.019548347,0.067036176,0.115609123,0.014220167,0.044417039,0.01948433,0.028376787,0.047532789,0.047387251,0.051033056,0.076013476,0.07472587,0.030593446,0.000776919,0.027213795,0.084318571,0.019092281,0.031745826,0.044786594,0.022598966,0.003540362,0.046312087,0.016792198,-0.014071757,-0.001540061,-0.011925207,0.047932057,0.060243593,0.021422274,0.009646745,0.021015025,0.033847265,0.044430115,0.014419683,-0.005994563,0.014243862,0,0.065581858,0.036439898
-0.005911621,0.021709388,-0.039653856,0.007811473,-0.00445817,-0.019485479,-0.040510077,-0.005609289,-0.009490554,0.031334287,-0.059033505,-0.010876456,-0.011445529,-0.033681328,-0.01095913,-0.022898778,0.007327282,0.035422079,0.024839767,0.026423206,0.02328551,-0.038107343,-0.000790668,0.024003438,-0.011123539,0.105150311,0.005640863,-0.044901131,-0.045177233,-0.05564475,-0.042000461,-0.004487766,-0.080220123,0.002102018,0.027164775,0.001434506,-0.00351252,-0.030591753,-0.019350903,-0.007960977,-0.042792884,-0.030077575,-0.057094908,-0.006047112,-0.011238915,0.054737235,-0.008444224,-0.03574442,0.035983223,0.291838647,-0.038815448,-0.025484778,0.001712388,-0.010231045,-0.011596545,-0.033255883,-0.018622103,-0.013085524,-0.049319623,0.002923072,1.83362E-05,0.022404892,-0.010581892,0.012826918,0.044163453,0.046646317,-0.026792173,0.026323279,-0.067366415,0.020693974,0.015751998,-0.030255682,0.08527126,-0.001511308,-0.043593039,-0.063274287,-0.000987651,-0.021586559,-0.002404279,-0.128594697,0.032260453,-0.034532686,-0.037522846,-0.206429466,0.031187569,0.012784493,-0.026673519,0.013502255,0.000913756,-0.03613065,-0.010676128,0,0.016442381,0.007278787
-0.017099929,-0.012654268,0.005530352,-0.03083926,0.032298377,-0.007872707,0.006412569,0.003947265,0.024575738,0.033343351,-0.010468607,0.003026554,-0.007371258,0.022997809,-0.013687308,-0.008758246,-0.001065257,0.033558809,-0.004563509,-0.017397488,0.014478095,0.006055818,-0.004762632,0.021593879,-0.042575361,0.016088822,0.008637183,0.006019583,0.004602106,-0.018018589,0.010121804,0.158405301,-0.015910175,0.007765439,-0.004382452,0.016323861,-0.022331718,0.021135493,-0.012200003,-0.136007681,0.008662232,0.033531923,-0.007165632,-0.031733332,-0.093194374,0.014942658,0.014976006,-0.037295391,0.033289575,-0.111117475,0.014280965,0.005551713,-0.008283887,0.008161409,0.005189886,0.014955198,-0.014727166,-0.005137778,0.004661005,0.018037646,0.005285713,0.024473859,-0.007603852,-0.005497331,0.031195617,-0.025807038,0.043979182,0.014252297,0.008998953,-0.014481617,-0.015659026,0.004679658,0.088887515,-0.002459861,-0.054204409,-0.002007624,0.022846814,0.011516521,0.009324452,0.034577472,-0.003719236,0.009100071,-0.006056242,-0.297319589,0.034694046,0.008132396,0.021701368,0.004767305,0.017517861,-0.001036803,-0.00403045,0,0.038755269,0.013514374
-0.006603368,-0.05262823,-0.006197453,0.004470033,0.041123515,-0.01442448,-0.00589261,-0.003012538,-0.002030372,0.009799404,0.011516896,-0.012260966,0.013172859,0.004620717,-0.029202225,0.001255657,-0.048370268,0.021370681,-0.020222262,-0.026473205,-0.010894759,-0.005607131,0.00964247,0.005220293,-0.034870236,0.040235104,0.048027691,-0.011368212,-0.01041554,-0.014890318,0.000747796,-0.085076326,-0.01856201,0.015426409,-0.021483225,-0.014440602,0.005378463,0.024596363,0.020172101,-0.052908051,0.019346334,8.43249E-05,-0.015069595,-0.028179546,-0.041664331,0.019144329,0.016789185,-0.006216663,-0.017505615,-0.141615847,-0.002025306,-0.023086984,-0.002455306,0.01083119,-0.008567782,-0.008390505,0.01759013,-0.005396915,-0.009339717,0.000744288,-0.005271359,0.016397441,-0.040558186,-0.000388498,0.016609798,0.011601675,-0.000576357,-0.001867076,-0.00619548,-0.002795979,-0.01664122,-0.007232766,-0.017675018,-0.010608048,-0.043853529,-0.008667846,0.012763861,0.021392608,-0.009497696,0.033853202,-0.011600484,-0.023072549,-0.008128293,0.017473241,0.010806574,-0.031156554,-0.000125627,-0.003399137,-0.029636575,0.024215101,0.023249891,0,-0.01536149,-0.043349553
-0.127414398,-0.055672895,-0.082256438,0.009388811,0.034004852,-0.011880225,-0.079651689,-0.008620743,-0.093131718,-0.020201383,-0.080115506,-0.097623533,0.036701682,-0.080038806,-0.081230031,-0.132107454,-0.047509395,0.007689621,-0.131115739,-0.182477753,0.017495126,-0.083283128,0.00640925,-0.043785639,-0.053366816,0.039862449,-0.030100866,-0.083762066,-0.083473712,-0.129141691,-0.081003004,-0.068558538,-0.090920111,0.010605528,4.31917E-05,-0.028283131,0.004810375,-0.026549953,-0.005064015,-0.075477226,0.033957088,-0.037376615,-0.083837648,-0.006004217,-0.055025804,-0.011463662,-0.021143406,-0.032945311,-0.022070128,-0.091116574,-0.082620945,-0.068407036,-0.069856765,-0.050964865,-0.069500115,-0.051960965,-0.058057254,0.014301557,-0.081807118,-0.075515042,-0.07994927,-0.090638801,-0.129209117,0.024421009,0.013860507,-0.05322908,-0.066895917,-0.007783249,-0.07345394,-0.008007884,-0.080612371,-0.072056058,-0.09557321,-0.028148215,-0.06361492,-0.072594241,-0.001871481,-0.011106029,-0.002940469,-0.007954665,-0.027398824,-0.079530061,-0.038190612,-0.110113973,-0.05082586,-0.021978083,-0.069945391,-0.057234567,-0.055179967,-0.029857004,-0.036694534,0,-0.042668703,-0.13352673
-0.033324082,-0.064560886,0.001998533,-0.009687355,0.119116145,0.000252496,0.001716827,-0.00869461,-0.005399138,-0.003301324,0.029553239,0.013739513,-0.085446645,-0.000679078,-0.021735175,-0.057669496,-0.001777661,-0.004588951,-0.029672287,-0.075131606,0.004921318,0.002550942,0.013013676,-0.013218354,-0.039330555,0.040222111,0.013044467,0.001358801,-0.003964738,-0.031954003,0.001987084,0.036734386,-0.012648671,0.010209969,0.008993858,-0.03836217,-0.001481983,0.059636117,0.023845667,0.033171648,-0.004587379,0.008653552,0.001403923,-0.013508273,0.042855183,0.00978981,-0.000661697,-0.06161908,0.004936015,-0.004534679,-0.002912456,-0.000316896,-0.015283956,0.011634381,-0.051483056,-0.009660371,0.013870377,-0.009817639,-0.000739401,0.007008,0.005351157,-0.105470964,-0.032304431,0.005328672,0.013280548,-0.039236889,-0.016442475,0.000433947,0.007631273,-0.011766854,-0.019806064,0.009285905,-0.061001913,0.000889523,-0.042989635,0.00421242,0.003809874,0.013165363,0.008387726,-0.106296272,-0.202277451,-0.005269609,-0.017444846,-0.11962289,-0.002720099,0.002151519,0.003603869,-0.068289352,-0.011944877,-0.068205947,-0.049032521,0,-0.011691268,-0.02848567
-0.002634714,0.018258742,0.004369201,-0.001023483,0.0234055,-0.002914668,0.006522287,-0.019120334,0.002902715,0.021298069,0.003952422,0.013142159,-0.012639218,0.00057654,0.012471764,-0.034152504,0.022062123,0.021633676,0.020539495,0.008586365,-0.007609712,0.007291944,0.003543399,0.006962167,0.043272701,0.01430505,0.019957961,0.009513117,0.004179177,0.000570904,0.009686819,0.006402794,0.000155136,0.012769661,0.007105565,0.008982809,0.004419651,0.049581324,0.042219074,0.004665984,0.032677526,0.022261113,0.004318591,0.005627513,-0.021518344,0.015063405,0.017614316,0.016916753,-0.02476791,0.106792516,-0.002325262,0.019398214,0.003351279,0.021082587,0.009416731,0.005539163,-0.000306468,0.051879606,0.008675786,0.014256442,-0.000471218,-0.058665825,0.01561478,0.012772036,0.00811103,0.013735376,0.01203394,-0.009925973,0.01588418,0.000720997,0.005342512,0.015164836,-0.042435546,0.015865451,0.054259998,0.01066328,0.013168886,0.00563665,0.001771845,-0.043581317,0.014454749,-0.000503796,-0.014970081,0.097804982,-0.00055847,0.025676908,-0.004170825,-0.012297606,-0.026510591,-0.008365353,-0.019904991,0,0.036854131,0.062471046
-0.017952719,0.005679126,0.015233043,-0.010125994,0.01375316,-0.010057808,0.011450671,-0.023732992,0.017394079,0.004333901,-0.004819086,0.019421527,-0.042293794,0.011838004,-0.006889714,0.015799359,0.001884511,0.03030256,0.001555802,0.065701776,-0.010851256,0.008778539,0.004123095,-0.016116445,0.001612346,-0.01878659,-0.002125969,0.011984302,0.009786914,0.022369175,0.010598195,0.017463196,0.006379596,-0.017163981,-0.029138071,0.010002358,-0.010529334,-0.005762889,-0.016622398,-0.195017399,0.033798281,-0.006808672,0.008472549,0.005444086,-0.010109856,0.021663074,0.004415353,0.018909406,-0.024479123,0.030650613,0.004991187,-0.012513304,0.024939363,0.010738651,-0.001096459,0.005913027,-0.011647894,0.032806878,0.017086031,-0.017065268,0.023137935,0.019060526,0.016179827,-0.005779112,0.006646582,-0.004994104,-0.012745475,-0.004009087,0.019730619,-0.013114044,0.042766235,0.009741461,0.010209796,0.018311562,0.000729186,0.012314141,-0.022988522,-0.01206087,0.001108237,-0.140228372,0.021576336,-0.013854757,-0.004877545,0.090166228,-0.004645155,0.023842008,0.01074739,-0.018397409,-0.068590661,-0.005232776,0.007047721,0,-0.018606018,-0.026255414
-0.026275076,-0.033035582,-0.027804111,-0.005121462,0.017928018,0.003166666,-0.024165758,-0.006302021,-0.024484727,-0.015663782,-0.032182603,-0.023694398,-0.045031455,-0.031026286,-0.017577717,-0.027225318,-0.050208352,-0.005504691,-0.038545467,-0.050156785,-0.00591275,-0.030164346,-0.003647754,-0.023657325,-0.035504511,0.028836291,-0.026379158,-0.027795159,-0.027088458,-0.025598133,-0.026233607,-0.018253753,-0.029526303,-0.000422785,0.010590859,-0.060023369,-0.008681101,-0.05232548,0.000522668,-0.085937374,-0.008241916,0.004621962,-0.027898434,-0.013383543,-0.008632297,0.012467489,-0.036371262,-0.050348984,-0.03756171,-0.048803316,-0.031202545,-0.016059678,-0.013562138,-0.024888975,-0.002984385,-0.015101375,0.024910496,-0.006899364,-0.02051329,-0.020700027,-0.03042477,0.024740153,-0.050561237,-0.06804281,-0.007403228,-0.014250856,-0.047211749,0.012982294,-0.020128069,0.004709612,-0.029890784,-0.022187163,-0.026875438,-0.020794893,-0.038876693,-0.027398967,-0.044433543,-0.002940178,-0.001567535,-0.02834462,-0.018475695,-0.037444091,-0.021454538,-0.011295434,0.00072998,0.013849854,-0.028576424,-0.034468442,-0.032178652,0.00023391,-0.021311076,0,-0.037270609,-0.081525844
-0.068732313,-0.01762093,-0.00299886,-0.110121773,0.030516281,-0.042900096,-0.001692891,-0.064765568,0.033395218,-0.045425546,-0.048256951,0.040130946,0.007940003,0.008391597,-0.01897831,-0.029139033,-0.037261853,0.019425492,-0.075474564,-0.087785633,-0.008901806,0.017201213,-0.048775529,-0.047990174,-0.048477831,0.046871072,-0.081998103,0.013026167,-0.006107274,-0.043427559,0.007714657,0.009961012,-0.027859554,0.004674551,0.033356352,-0.01236975,-0.026377268,-0.056130752,-0.021263267,-0.068445428,0.034923067,0.012069242,-0.014957456,-0.052027861,0.004180949,0.000709164,0.005758818,-0.063339677,-0.01977734,-0.037680043,0.024040113,-0.036253879,-0.031266391,-0.094022254,-0.061067027,-0.022673769,0.027329406,-0.009140778,0.005627438,-0.001648731,0.019940689,-0.042936558,-0.040360675,-0.027940589,-0.084902931,-0.017229462,-0.027157631,-0.016560887,-0.012516739,-0.009580016,-0.05150146,0.016989935,-0.003212148,-0.023209266,-0.058107712,-0.031677926,-0.017686411,-0.089200009,-0.010890072,-0.081535467,-0.136270119,0.015679846,0.01730417,-0.312379391,0.029690675,-0.028999217,0.022450003,-0.049164566,-0.019834316,0.020582583,-0.017405452,0,-0.056080421,-0.113443652
0.042289529,0.018979149,-0.051167654,0.037006862,0.000823714,0.006050808,-0.039934835,0.049804406,-0.057620923,-0.010204504,0.03939655,-0.076141462,-0.002323778,-0.072731959,0.025948292,-0.043518641,-0.011056992,0.005573688,0.018788507,0.040095175,-0.039191555,-0.032550216,0.069860503,-0.004632317,-0.006921422,-0.03092137,-0.033355863,-0.065943857,-0.061035598,0.041152535,-0.061638693,-0.07128245,-0.00602484,-0.005000564,0.343988837,0.054779534,0.036262747,0.025266057,0.012226399,0.150855217,0.003049715,0.008534327,-0.038732563,0.012050613,-0.150354208,-0.044438706,-0.070428539,-0.042151834,0.002740659,-0.159545151,-0.050454844,-0.031273973,-0.007696062,-0.024035023,0.031088922,-0.05572847,-0.189154938,-0.006406908,-0.040844909,-0.017383149,-0.061437186,-0.061505595,0.122396307,0.000309871,0.036305186,0.025563901,-0.016692046,-0.044046043,-0.037296483,0.016979885,0.094416881,-0.050701999,-0.0953583,0.078401306,-0.009087827,-0.038278354,-0.140480284,-0.034242918,-0.030579699,0.178585931,0.00733172,-0.051992315,-0.043838305,-0.324999658,-0.04581373,-0.085094388,-0.057009741,0.076449589,0.012346036,-0.023078792,-0.025337745,0,0.037644306,0.102393314